symbol,name,country,ipo_year,sector,industry
IESC,IES Holdings Inc. Common Stock,United States,,Industrials,Engineering & Construction
IEX,IDEX Corporation Common Stock,United States,1989,Industrials,Fluid Controls
IFF,International Flavors & Fragrances Inc. Common Stock,United States,,Industrials,Major Chemicals
IFS,Intercorp Financial Services Inc. Common Shares,,2019,Finance,Commercial Banks
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Jordan,2018,Finance,Property-Casualty Insurers
IGT,International Game Technology Ordinary Shares,United States,2015,Consumer Discretionary,Services-Misc. Amusement & Recreation
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),United Kingdom,,Consumer Discretionary,Hotels/Resorts
IHS,IHS Holding Limited Ordinary Shares,Cayman Islands,2021,Telecommunications,Telecommunications Equipment
IIIN,Insteel Industries Inc. Common Stock,United States,,Industrials,Steel/Iron Ore
IIIV,i3 Verticals Inc. Class A Common Stock,United States,2018,Consumer Discretionary,Business Services
IIM,Invesco Value Municipal Income Trust Common Stock,United States,,Finance,Investment Managers
IIPR,Innovative Industrial Properties Inc. Common Stock,United States,2016,Finance,Real Estate
ILMN,Illumina Inc. Common Stock,United States,2000,Health Care,Medical Specialities
IMAX,Imax Corporation Common Stock,Canada,,Consumer Discretionary,Industrial Machinery/Components
IMCR,Immunocore Holdings plc American Depositary Shares,United Kingdom,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMKTA,Ingles Markets Incorporated Class A Common Stock,United States,1987,Consumer Staples,Food Chains
IMNM,Immunome Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
IMO,Imperial Oil Limited Common Stock,Canada,1929,Energy,Integrated oil Companies
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Taiwan,,Technology,Semiconductors
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Greece,,Consumer Discretionary,Marine Transportation
IMTX,Immatics N.V. Ordinary Shares,Germany,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMVT,Immunovant Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMXI,International Money Express Inc. Common Stock,United States,2017,Consumer Discretionary,Business Services
INCY,Incyte Corp. Common Stock,United States,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,United States,,Finance,Major Banks
INDI,indie Semiconductor Inc. Class A Common Stock,United States,,Technology,Semiconductors
INDV,Indivior PLC Ordinary Shares,United Kingdom,,Health Care,Biotechnology: Pharmaceutical Preparations
INFA,Informatica Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
INFY,Infosys Limited American Depositary Shares,India,,Technology,EDP Services
ING,ING Group N.V. Common Stock,Netherlands,1997,Finance,Commercial Banks
INGM,Ingram Micro Holding Corporation Common Stock,United States,2024,Technology,Retail: Computer Software & Peripheral Equipment
INGR,Ingredion Incorporated Common Stock,United States,,Consumer Staples,Packaged Foods
INMD,InMode Ltd. Ordinary Shares,Israel,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INN,Summit Hotel Properties Inc. Common Stock,United States,2011,Real Estate,Real Estate Investment Trusts
INNV,InnovAge Holding Corp. Common Stock,United States,2021,Health Care,Medical/Nursing Services
INOD,Innodata Inc. Common Stock,United States,1993,Technology,EDP Services
INR,Infinity Natural Resources Inc. Class A Common Stock,,2025,Energy,Oil & Gas Production
INSM,Insmed Incorporated Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
INSP,Inspire Medical Systems Inc. Common Stock,United States,2018,Health Care,Medical/Dental Instruments
INSW,International Seaways Inc. Common Stock ,United States,2016,Consumer Discretionary,Marine Transportation
INTA,Intapp Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,United States,,Technology,Semiconductors
INTR,Inter & Co. Inc. Class A Common Shares,Brazil,,Finance,Commercial Banks
INTU,Intuit Inc. Common Stock,United States,1993,Technology,Computer Software: Prepackaged Software
INV,Innventure Inc. Common Stock,United States,,Finance,Blank Checks
INVA,Innoviva Inc. Common Stock,United States,2004,Health Care,Biotechnology: Pharmaceutical Preparations
INVH,Invitation Homes Inc. Common Stock,United States,2017,Finance,Real Estate
INVX,Innovex International Inc. Common Stock,United States,,Industrials,Metal Fabrications
IONQ,IonQ Inc. Common Stock,United States,2021,Technology,EDP Services
IONS,Ionis Pharmaceuticals Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
IOSP,Innospec Inc. Common Stock,United States,,Industrials,Major Chemicals
IOT,Samsara Inc. Class A Common Stock,United States,2021,Technology,EDP Services
IOVA,Iovance Biotherapeutics Inc. Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IP,International Paper Company Common Stock,United States,,Basic Materials,Paper
IPAR,Interparfums Inc. Common Stock,United States,,Consumer Discretionary,Package Goods/Cosmetics
IPG,Interpublic Group of Companies Inc. (The) Common Stock,United States,,Consumer Discretionary,Advertising
IPGP,IPG Photonics Corporation Common Stock,United States,2006,Technology,Semiconductors
IPI,Intrepid Potash Inc Common Stock,United States,2008,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IPX,IperionX Limited American Depositary Share,United States,,Basic Materials,Other Metals and Minerals
IQ,iQIYI Inc. American Depositary Shares,China,2018,Consumer Discretionary,Consumer Electronics/Video Chains
IQI,Invesco Quality Municipal Income Trust Common Stock,United States,,Finance,Finance Companies
IQV,IQVIA Holdings Inc. Common Stock,United States,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IR,Ingersoll Rand Inc. Common Stock,United States,2017,Industrials,Industrial Machinery/Components
IRDM,Iridium Communications Inc Common Stock,United States,,Telecommunications,Telecommunications Equipment
IREN,IREN Limited Ordinary Shares,Australia,2021,Technology,EDP Services
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,United States,,Real Estate,Real Estate Investment Trusts
IRMD,iRadimed Corporation Common Stock,United States,2014,Health Care,Medical/Dental Instruments
IRON,Disc Medicine Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),Argentina,,Real Estate,Homebuilding
IRT,Independence Realty Trust Inc. Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
IRTC,iRhythm Technologies Inc. Common Stock,United States,2016,Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc. Common Stock,United States,2000,Health Care,Industrial Specialties
IT,Gartner Inc. Common Stock,United States,1993,Consumer Discretionary,Other Consumer Services
ITCI,Intra-Cellular Therapies Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
ITGR,Integer Holdings Corporation Common Stock,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ITIC,Investors Title Company Common Stock,United States,,Finance,Specialty Insurers
ITRI,Itron Inc. Common Stock,United States,1993,Industrials,Electrical Products
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Israel,2005,Technology,Electronic Components
ITT,ITT Inc. Common Stock ,United States,2011,Industrials,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Brazil,,Finance,Major Banks
ITW,Illinois Tool Works Inc. Common Stock,United States,,Industrials,Industrial Machinery/Components
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,United States,2009,Real Estate,Real Estate Investment Trusts
IVT,InvenTrust Properties Corp. Common Stock,United States,2021,Real Estate,Real Estate Investment Trusts
IVZ,Invesco Ltd Common Stock,United States,,Finance,Investment Managers
IX,ORIX Corporation American Depositary Shares,Japan,,Finance,Diversified Financial Services
J,Jacobs Solutions Inc. Common Stock,United States,2022,Industrials,Military/Government/Technical
JACK,Jack In The Box Inc. Common Stock,United States,,Consumer Discretionary,Restaurants
JAMF,Jamf Holding Corp. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
JANX,Janux Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Ireland,2007,Health Care,Biotechnology: Pharmaceutical Preparations
JBGS,JBG SMITH Properties Common Shares ,United States,2017,Real Estate,Real Estate Investment Trusts
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,,Industrials,Trucking Freight/Courier Services
JBI,Janus International Group Inc. Common Stock,United States,2021,Industrials,Building Products
JBL,Jabil Inc. Common Stock,United States,1993,Technology,Electrical Products
JBLU,JetBlue Airways Corporation Common Stock,United States,2002,Consumer Discretionary,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,1991,Consumer Staples,Specialty Foods
JBTM,JBT Marel Corporation Common Stock,United States,,Industrials,Industrial Machinery/Components
JCI,Johnson Controls International plc Ordinary Share,Switzerland,,Industrials,Industrial Machinery/Components
JD,JD.com Inc. American Depositary Shares,China,2014,Consumer Discretionary,Other Specialty Stores
JEF,Jefferies Financial Group Inc. Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc. Common Stock,United States,2017,Basic Materials,Forest Products
JFIN,Jiayin Group Inc. American Depositary Shares,China,2019,Finance,Finance: Consumer Services
JHG,Janus Henderson Group plc Ordinary Shares,United Kingdom,2017,Finance,Investment Managers
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,,Industrials,Building Materials
JILL,J. Jill Inc. Common Stock,United States,2017,Consumer Discretionary,Apparel
JJSF,J & J Snack Foods Corp. Common Stock,United States,1986,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,United States,1985,Technology,EDP Services
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),China,2010,Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,,Finance,Real Estate
JNJ,Johnson & Johnson Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,United States,1999,Telecommunications,Computer Communications Equipment
JOBY,Joby Aviation Inc. Common Stock,United States,2020,Industrials,Aerospace
JOE,St. Joe Company (The) Common Stock,United States,,Real Estate,Homebuilding
JPI,Nuveen Preferred Securities & Income Opportunities Fund Common Shares,,2012,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,United States,,Finance,Major Banks
JSM,Navient Corporation 6% Senior Notes due December 15 2043,United States,,Finance,Investment Bankers/Brokers/Service
JWN,Nordstrom Inc. Common Stock,United States,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JXN,Jackson Financial Inc. Class A Common Stock ,United States,2021,Finance,Life Insurance
K,Kellanova Common Stock,United States,,Consumer Staples,Packaged Foods
KAI,Kadant Inc Common Stock,United States,1992,Industrials,Industrial Machinery/Components
KALU,Kaiser Aluminum Corporation Common Stock,United States,,Industrials,Metal Fabrications
KALV,KalVista Pharmaceuticals Inc. Common Stock,United Kingdom,2015,Health Care,Biotechnology: Pharmaceutical Preparations
KAR,OPENLANE Inc. Common Stock,United States,2009,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KARO,Karooooo Ltd. Ordinary Shares,Singapore,2021,Technology,Computer Software: Prepackaged Software
KB,KB Financial Group Inc,South Korea,,Finance,Commercial Banks
KBH,KB Home Common Stock,United States,1986,Consumer Discretionary,Homebuilding
KBR,KBR Inc. Common Stock,United States,2006,Industrials,Military/Government/Technical
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,China,2020,Technology,Computer Software: Prepackaged Software
KD,Kyndryl Holdings Inc. Common Stock,United States,2021,Technology,EDP Services
KDP,Keurig Dr Pepper Inc. Common Stock,United States,,Consumer Staples,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,United States,,Technology,Electrical Products
KELYA,Kelly Services Inc. Class A Common Stock,United States,,Consumer Discretionary,Professional Services
KELYB,Kelly Services Inc. Class B Common Stock,United States,,Consumer Discretionary,Professional Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,2015,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,South Korea,1994,Utilities,Electric Utilities: Central
KEX,Kirby Corporation Common Stock,United States,,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,United States,,Finance,Major Banks
KEYS,Keysight Technologies Inc. Common Stock,United States,2014,Industrials,Industrial Machinery/Components
KFRC,Kforce Inc. Common Stock,United States,1995,Consumer Discretionary,Professional Services
KFY,Korn Ferry Common Stock,United States,1999,Consumer Discretionary,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,Canada,2001,Basic Materials,Precious Metals
KGS,Kodiak Gas Services Inc. Common Stock,United States,2023,Utilities,Natural Gas Distribution
KHC,The Kraft Heinz Company Common Stock,United States,,Consumer Staples,Packaged Foods
KIDS,OrthoPediatrics Corp. Common Stock,United States,2017,Health Care,Medical/Dental Instruments
KIM,Kimco Realty Corporation (HC) Common Stock,United States,,Real Estate,Real Estate Investment Trusts
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States,,Technology,Computer Software: Programming Data Processing
KKR,KKR & Co. Inc. Common Stock,United States,,Finance,Investment Managers
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,United States,2021,,
KLAC,KLA Corporation Common Stock,United States,1980,Technology,Electronic Components
KLC,KinderCare Learning Companies Inc. Common Stock,,2024,Consumer Discretionary,Other Consumer Services
KLG,WK Kellogg Co Common Stock,United States,2023,Consumer Staples,Packaged Foods
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,,Technology,Semiconductors
KLTR,Kaltura Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
KMB,Kimberly-Clark Corporation Common Stock,United States,,Consumer Discretionary,Containers/Packaging
KMDA,Kamada Ltd. Ordinary Shares,Israel,2013,Health Care,Biotechnology: Pharmaceutical Preparations
KMI,Kinder Morgan Inc. Common Stock,United States,2011,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,United States,2022,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,United States,,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,United States,,Industrials,Industrial Machinery/Components
KMX,CarMax Inc,United States,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Knowles Corporation Common Stock,United States,2014,Consumer Staples,Consumer Electronics/Appliances
KNF,Knife Riv Holding Co. Common Stock,United States,2023,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,Kinsale Capital Group Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
KNTK,Kinetik Holdings Inc. Class A Common Stock,United States,2022,Utilities,Natural Gas Distribution
KNX,Knight-Swift Transportation Holdings Inc.,United States,2017,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,United States,,Consumer Staples,Beverages (Production/Distribution)
KODK,Eastman Kodak Company Common New,United States,,Consumer Discretionary,Industrial Machinery/Components
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,1993,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Common Stock,United States,2006,Basic Materials,Forest Products
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,2011,Energy,Oil & Gas Production
KR,Kroger Company (The) Common Stock,United States,,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,United States,1997,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,2017,Real Estate,Real Estate Investment Trusts
KRG,Kite Realty Group Trust Common Stock,United States,2004,Real Estate,Real Estate Investment Trusts
KRMN,Karman Holdings Inc. Common Stock,,2025,Industrials,Military/Government/Technical
KRNT,Kornit Digital Ltd. Ordinary Shares,Israel,2015,Industrials,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,United States,2005,Finance,Savings Institutions
KRO,Kronos Worldwide Inc Common Stock,United States,,Industrials,Major Chemicals
KROS,Keros Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,2017,Energy,Oil & Gas Production
KRT,Karat Packaging Inc. Common Stock,United States,2021,Industrials,Plastic Products
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,United States,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Kazakhstan,2024,,
KSS,Kohl's Corporation Common Stock,United States,1992,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,South Korea,,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,United States,2019,Consumer Discretionary,Apparel
KTF,DWS Municipal Income Trust,United States,1988,Finance,Finance Companies
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,Industrials,Military/Government/Technical
KURA,Kura Oncology Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
KVUE,Kenvue Inc. Common Stock,United States,2023,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,United States,2023,Technology,Computer Software: Prepackaged Software
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,,Finance,Real Estate
KWR,Quaker Houghton Common Stock,United States,,Industrials,Major Chemicals
KYMR,Kymera Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,2004,Finance,Finance/Investors Services
L,Loews Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
LAB,Standard BioTools Inc. Common Stock,United States,2011,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,Lithium Americas Corp. Common Shares,Canada,2023,Basic Materials,Metal Mining
LAD,Lithia Motors Inc. Common Stock,United States,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Ladder Capital Corp Class A Common Stock,United States,2014,Real Estate,Real Estate Investment Trusts
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,,Consumer Staples,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,United States,,Real Estate,Real Estate Investment Trusts
LAR,Lithium Argentina AG Common Shares,Canada,2023,Basic Materials,Metal Mining
LASR,nLIGHT Inc. Common Stock,United States,2018,Technology,Semiconductors
LAUR,Laureate Education Inc. Common Stock,United States,2017,Real Estate,Other Consumer Services
LAZ,Lazard Inc. Common Stock,Bermuda,2005,Finance,Investment Managers
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,,2024,Energy,Oil & Gas Production
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,,Telecommunications,Cable & Other Pay Television Services
LBRT,Liberty Energy Inc. Class A common stock,United States,2018,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global Ltd. Class A Common Shares,United Kingdom,,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,United Kingdom,,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,United Kingdom,,Telecommunications,Cable & Other Pay Television Services
LC,LendingClub Corporation Common Stock,United States,2014,Finance,Finance: Consumer Services
LCID,Lucid Group Inc. Common Stock,United States,,Consumer Discretionary,Auto Manufacturing
LCII,LCI Industries,United States,1995,Consumer Discretionary,Auto Parts:O.E.M.
LDI,loanDepot Inc. Class A Common Stock,United States,2021,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,United States,,Technology,EDP Services
LE,Lands' End Inc. Common Stock,United States,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation Common Stock,United States,,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,Industrials,Industrial Machinery/Components
LEG,Leggett & Platt Incorporated Common Stock,United States,,Consumer Discretionary,Home Furnishings
LEGH,Legacy Housing Corporation Common Stock (TX),United States,2018,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
LEN,Lennar Corporation Class A Common Stock,United States,,Consumer Discretionary,Homebuilding
LENZ,LENZ Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,1987,Finance,Trusts Except Educational Religious and Charitable
LEU,Centrus Energy Corp. Class A Common Stock,United States,2014,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Levi Strauss & Co Class A Common Stock,United States,2019,Consumer Discretionary,Apparel
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,United States,,Health Care,Medical/Nursing Services
LFST,LifeStance Health Group Inc. Common Stock,United States,2021,Health Care,Medical/Nursing Services
LFUS,Littelfuse Inc. Common Stock,United States,,Energy,Electrical Products
LGIH,LGI Homes Inc. Common Stock,United States,2013,Consumer Discretionary,Homebuilding
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
LGTY,Logility Supply Chain Solutions Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
LH,Labcorp Holdings Inc. Common Stock,United States,,Health Care,Medical Specialities
LHX,L3Harris Technologies Inc. Common Stock,United States,,Industrials,Industrial Machinery/Components
LI,Li Auto Inc. American Depositary Shares,China,2020,Consumer Discretionary,Auto Manufacturing
LIF,Life360 Inc. Common Stock,United States,2024,,
LII,Lennox International Inc. Common Stock,United States,1999,Industrials,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,,Telecommunications,Cable & Other Pay Television Services
LIN,Linde plc Ordinary Shares,United States,,Industrials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,United States,2005,Real Estate,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,2013,Consumer Discretionary,Transportation Services
LINE,Lineage Inc. Common Stock,United States,2024,Real Estate,Real Estate Investment Trusts
LION,Lionsgate Studios Corp. Common Shares,United States,,Consumer Discretionary,Movies/Entertainment
LITE,Lumentum Holdings Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
LIVN,LivaNova PLC Ordinary Shares,United Kingdom,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LKFN,Lakeland Financial Corporation Common Stock,United States,,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,2003,Consumer Discretionary,Motor Vehicles
LLY,Eli Lilly and Company Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,United States,,Industrials,Broadcasting
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,United States,,Industrials,Broadcasting
LMAT,LeMaitre Vascular Inc. Common Stock,United States,2006,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,United States,,Consumer Discretionary,Engineering & Construction
LMND,Lemonade Inc. Common Stock,United States,2020,Finance,Property-Casualty Insurers
LMNR,Limoneira Co Common Stock,United States,,Consumer Staples,Farming/Seeds/Milling
LMT,Lockheed Martin Corporation Common Stock,United States,,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,United States,,Finance,Life Insurance
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,,Consumer Staples,Farming/Seeds/Milling
LNG,Cheniere Energy Inc. Common Stock,United States,2001,Utilities,Oil/Gas Transmission
LNN,Lindsay Corporation Common Stock,United States,,Industrials,Industrial Machinery/Components
LNT,Alliant Energy Corporation Common Stock,United States,,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,United States,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Light & Wonder Inc. Common Stock,United States,,Technology,EDP Services
LOAR,Loar Holdings Inc. Common Stock,United States,2024,Industrials,Military/Government/Technical
LOB,Live Oak Bancshares Inc. Common Stock,United States,2022,Finance,Major Banks
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,2014,Consumer Discretionary,Restaurants
LOGI,Logitech International S.A. Ordinary Shares,United States,1997,Technology,Computer peripheral equipment
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,2017,Industrials,Building Materials
LOPE,Grand Canyon Education Inc. Common Stock,United States,2008,Real Estate,Other Consumer Services
LOVE,The Lovesac Company Common Stock,United States,2018,Consumer Discretionary,Other Specialty Stores
LOW,Lowe's Companies Inc. Common Stock,United States,,Consumer Discretionary,RETAIL: Building Materials
LPA,Logistic Properties of the Americas Ordinary Shares,,2024,Finance,Real Estate
LPG,Dorian LPG Ltd. Common Stock,United States,2014,Consumer Discretionary,Marine Transportation
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,2004,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc. Common Stock,United States,2010,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Common Stock,United States,,Finance,Finance: Consumer Services
LPX,Louisiana-Pacific Corporation Common Stock,United States,,Basic Materials,Forest Products
LQDA,Liquidia Corporation Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,United States,2006,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation Common Stock,United States,1984,Technology,Industrial Machinery/Components
LRN,Stride Inc. Common Stock,United States,,Real Estate,Other Consumer Services
LSAK,Lesaka Technologies Inc. Common Stock,South Africa,,Finance,Investment Bankers/Brokers/Service
LSCC,Lattice Semiconductor Corporation Common Stock,United States,,Technology,Semiconductors
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Canada,,Technology,Computer Software: Prepackaged Software
LSTR,Landstar System Inc. Common Stock,United States,1993,Industrials,Trucking Freight/Courier Services
LTC,LTC Properties Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,United States,2021,Consumer Discretionary,Hotels/Resorts
LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),Chile,2024,Consumer Discretionary,Air Freight/Delivery Services
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,China,,Finance,Finance: Consumer Services
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,United States,2021,Consumer Discretionary,Services-Misc. Amusement & Recreation
LULU,lululemon athletica inc. Common Stock,Canada,2007,Consumer Discretionary,Apparel
